InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
544418,2011-02-18,2011-02-25,Royal Mail,0.0,Delivered
C544419,2011-02-19,2011-02-20,Hermes,3.98,Delivered
C544420,2011-02-18,2011-02-24,UPS,4.77,Delivered
544421,2011-02-18,2011-02-19,Hermes,5.9,Delivered
C544422,2011-02-20,2011-02-26,FedEx,5.36,Delivered
544423,2011-02-19,2011-02-23,DHL,5.34,Delivered
C544424,2011-02-20,2011-02-27,FedEx,7.75,Delivered
C544425,2011-02-20,2011-02-23,DHL,6.47,Delivered
544426,2011-02-19,2011-02-26,DHL,7.07,Delivered
C544427,2011-02-18,2011-02-25,UPS,5.8,Delivered
C544428,2011-02-18,2011-02-19,Hermes,7.65,Delivered
544430,2011-02-20,2011-02-25,FedEx,5.38,Delivered
C544429,2011-02-18,2011-02-25,UPS,4.04,Delivered
544431,2011-02-18,2011-02-20,UPS,1.74,Delivered
C544432,2011-02-18,2011-02-21,Royal Mail,2.32,Delivered
C544433,2011-02-18,2011-02-20,FedEx,1.35,Delivered
544434,2011-02-19,2011-02-23,DHL,6.57,Delivered
C544435,2011-02-18,2011-02-19,Royal Mail,3.18,Delivered
C544436,2011-02-18,2011-02-24,UPS,6.18,Delivered
C544437,2011-02-20,2011-02-27,UPS,8.37,Delivered
544438,2011-02-18,2011-02-24,UPS,5.49,Delivered
544439,2011-02-21,2011-02-28,Hermes,4.78,Delivered
544440,2011-02-22,2011-02-27,UPS,5.34,Delivered
544441,2011-02-21,2011-02-26,DHL,2.82,Delivered
C544442,2011-02-22,2011-03-01,UPS,7.23,Delivered
544443,2011-02-20,2011-02-27,UPS,5.46,Delivered
544444,2011-02-21,2011-02-24,DHL,6.67,Delivered
544445,2011-02-22,2011-02-25,DHL,2.02,Delivered
544446,2011-02-20,2011-02-26,Hermes,7.82,Delivered
544447,2011-02-20,2011-02-26,Royal Mail,1.57,Delivered
544448,2011-02-21,2011-02-26,FedEx,6.06,Delivered
544449,2011-02-21,2011-02-25,Royal Mail,1.8,Delivered
544450,2011-02-21,2011-02-22,UPS,5.18,Delivered
C544451,2011-02-21,2011-02-24,DHL,4.47,Delivered
544452,2011-02-21,2011-02-25,DHL,9.37,Delivered
544453,2011-02-20,2011-02-22,Hermes,3.34,Delivered
544454,2011-02-20,2011-02-27,Royal Mail,2.86,Delivered
544455,2011-02-21,2011-02-24,Royal Mail,5.06,Delivered
544456,2011-02-20,2011-02-21,Hermes,4.13,Delivered
544457,2011-02-22,2011-02-27,Royal Mail,4.99,Delivered
C544458,2011-02-21,2011-02-25,DHL,7.44,Delivered
544459,2011-02-21,2011-02-23,UPS,4.21,Delivered
544460,2011-02-20,2011-02-24,FedEx,9.38,Delivered
544461,2011-02-20,2011-02-25,Royal Mail,5.1,Delivered
544462,2011-02-20,2011-02-25,DHL,5.87,Delivered
544463,2011-02-21,2011-02-26,UPS,8.97,Delivered
544464,2011-02-20,2011-02-21,DHL,3.49,Delivered
544465,2011-02-22,2011-02-28,Royal Mail,5.84,Delivered
544466,2011-02-20,2011-02-25,Royal Mail,5.38,Delivered
544467,2011-02-21,2011-02-26,FedEx,4.81,Delivered
544468,2011-02-21,2011-02-23,Royal Mail,3.86,Delivered
544469,2011-02-22,2011-03-01,DHL,5.25,Delivered
544470,2011-02-21,2011-02-26,Hermes,2.61,Delivered
544471,2011-02-21,2011-02-25,DHL,6.12,Delivered
544472,2011-02-21,2011-02-23,Hermes,6.95,Delivered
544473,2011-02-22,2011-02-27,FedEx,2.86,Delivered
544474,2011-02-23,2011-02-24,DHL,5.52,Delivered
544475,2011-02-21,2011-02-27,Hermes,5.02,Delivered
544476,2011-02-22,2011-02-24,Royal Mail,4.26,Delivered
544477,2011-02-22,2011-02-26,Hermes,5.91,Delivered
544478,2011-02-22,2011-02-27,Hermes,2.13,Delivered
544479,2011-02-23,2011-02-27,Hermes,2.18,Delivered
544480,2011-02-23,2011-02-26,Hermes,5.6,Delivered
544481,2011-02-23,2011-03-01,UPS,5.02,Delivered
544482,2011-02-22,2011-02-24,Hermes,2.57,Delivered
544483,2011-02-22,2011-02-24,Royal Mail,5.72,Delivered
544484,2011-02-22,2011-03-01,FedEx,7.61,Delivered
544485,2011-02-21,2011-02-26,UPS,3.75,Delivered
544495,2011-02-21,2011-02-24,UPS,6.14,Delivered
C544507,2011-02-21,2011-02-28,Royal Mail,5.74,Delivered
C544553,2011-02-21,2011-02-25,Hermes,8.37,Delivered
544554,2011-02-23,2011-02-25,FedEx,4.12,Delivered
544556,2011-02-21,2011-02-25,FedEx,5.67,Delivered
C544557,2011-02-22,2011-02-26,UPS,4.55,Delivered
C544558,2011-02-21,2011-02-25,DHL,3.12,Delivered
C544559,2011-02-22,2011-02-23,DHL,9.04,Delivered
C544560,2011-02-21,2011-02-24,FedEx,3.62,Delivered
C544561,2011-02-21,2011-02-24,UPS,8.52,Delivered
544565,2011-02-22,2011-02-23,Hermes,2.75,Delivered
544568,2011-02-22,2011-02-25,Hermes,4.45,Delivered
544569,2011-02-22,2011-02-23,FedEx,4.82,Delivered
C544570,2011-02-22,2011-02-24,FedEx,6.06,Delivered
544571,2011-02-21,2011-02-23,Hermes,4.43,Delivered
544572,2011-02-22,2011-02-23,Royal Mail,2.18,Delivered
544573,2011-02-22,2011-02-23,UPS,4.83,Delivered
544574,2011-02-22,2011-02-25,Hermes,2.3,Delivered
C544575,2011-02-22,2011-02-25,Royal Mail,5.69,Delivered
C544576,2011-02-23,2011-02-28,Royal Mail,7.51,Delivered
C544577,2011-02-22,2011-03-01,Hermes,2.75,Delivered
544578,2011-02-21,2011-02-27,Hermes,4.65,Delivered
544579,2011-02-21,2011-02-23,UPS,2.44,Delivered
C544580,2011-02-22,2011-02-28,UPS,4.67,Delivered
C544581,2011-02-21,2011-02-23,DHL,2.18,Delivered
544582,2011-02-21,2011-02-26,UPS,4.77,Delivered
C544583,2011-02-21,2011-02-24,Royal Mail,6.39,Delivered
C544584,2011-02-21,2011-02-23,UPS,3.11,Delivered
544585,2011-02-21,2011-02-25,Hermes,4.12,Delivered
544586,2011-02-23,2011-02-26,DHL,5.74,Delivered
C544587,2011-02-21,2011-02-24,UPS,5.0,Delivered
C544589,2011-02-21,2011-02-23,UPS,6.04,Delivered
C544590,2011-02-23,2011-02-27,Royal Mail,4.39,Delivered
544591,2011-02-21,2011-02-27,UPS,5.69,Delivered
544592,2011-02-23,2011-02-26,UPS,3.3,Delivered
C544594,2011-02-22,2011-02-27,Hermes,0.89,Delivered
544595,2011-02-23,2011-02-26,FedEx,3.72,Delivered
544596,2011-02-23,2011-02-25,Hermes,3.4,Delivered
544597,2011-02-23,2011-03-02,DHL,4.8,Delivered
544598,2011-02-21,2011-02-28,Royal Mail,3.54,Delivered
544599,2011-02-23,2011-02-26,UPS,5.64,Delivered
544600,2011-02-24,2011-02-28,Royal Mail,6.61,Delivered
544601,2011-02-23,2011-02-24,DHL,4.5,Delivered
544602,2011-02-24,2011-02-26,DHL,6.11,Delivered
544603,2011-02-22,2011-02-23,Hermes,3.97,Delivered
544604,2011-02-24,2011-02-27,UPS,4.9,Delivered
544605,2011-02-23,2011-02-26,Royal Mail,2.92,Delivered
544606,2011-02-22,2011-02-24,Hermes,0.44,Delivered
544607,2011-02-22,2011-03-01,FedEx,5.54,Delivered
C544608,2011-02-22,2011-02-26,UPS,5.46,Delivered
C544609,2011-02-23,2011-02-24,FedEx,3.94,Delivered
544610,2011-02-23,2011-02-24,FedEx,5.37,Delivered
544611,2011-02-23,2011-02-27,Hermes,9.09,Delivered
544612,2011-02-22,2011-02-26,UPS,5.96,Delivered
544633,2011-02-24,2011-03-03,DHL,3.67,Delivered
544634,2011-02-23,2011-02-25,Hermes,4.09,Delivered
C544635,2011-02-22,2011-02-23,Royal Mail,6.72,Delivered
544636,2011-02-22,2011-03-01,Royal Mail,6.24,Delivered
544637,2011-02-22,2011-03-01,DHL,6.71,Delivered
544638,2011-02-22,2011-02-23,UPS,5.47,Delivered
544642,2011-02-23,2011-03-01,FedEx,5.96,Delivered
544643,2011-02-24,2011-03-01,Royal Mail,9.09,Delivered
544644,2011-02-23,2011-02-24,Royal Mail,6.06,Delivered
544645,2011-02-24,2011-02-25,Royal Mail,2.21,Delivered
544646,2011-02-22,2011-03-01,DHL,2.56,Delivered
544647,2011-02-23,2011-03-02,UPS,7.09,Delivered
544648,2011-02-24,2011-03-03,Hermes,6.68,Delivered
544649,2011-02-22,2011-03-01,Hermes,4.84,Delivered
544650,2011-02-24,2011-03-03,FedEx,5.72,Delivered
544651,2011-02-22,2011-02-28,Hermes,7.25,Delivered
544652,2011-02-24,2011-02-27,Royal Mail,6.55,Delivered
C544653,2011-02-23,2011-03-02,FedEx,3.43,Delivered
544654,2011-02-23,2011-02-26,Hermes,2.35,Delivered
C544655,2011-02-23,2011-02-26,UPS,0.98,Delivered
544656,2011-02-23,2011-03-01,FedEx,7.28,Delivered
544657,2011-02-22,2011-02-24,UPS,5.69,Delivered
544658,2011-02-22,2011-02-23,Hermes,5.93,Delivered
544659,2011-02-22,2011-02-24,Royal Mail,6.04,Delivered
544660,2011-02-24,2011-02-25,FedEx,4.99,Delivered
544661,2011-02-23,2011-03-01,FedEx,2.2,Delivered
544662,2011-02-23,2011-02-27,Royal Mail,3.48,Delivered
544663,2011-02-24,2011-03-02,Hermes,4.78,Delivered
544664,2011-02-24,2011-02-26,UPS,3.32,Delivered
C544665,2011-02-24,2011-02-25,FedEx,5.72,Delivered
544666,2011-02-22,2011-02-23,Royal Mail,6.09,Delivered
544667,2011-02-23,2011-02-27,DHL,5.85,Delivered
544667,2011-02-23,2011-03-02,FedEx,2.94,Delivered
544668,2011-02-23,2011-02-25,FedEx,4.91,Delivered
544670,2011-02-24,2011-02-27,Hermes,1.87,Delivered
C544669,2011-02-24,2011-02-26,Royal Mail,5.82,Delivered
544672,2011-02-23,2011-02-27,Royal Mail,4.12,Delivered
C544671,2011-02-23,2011-02-26,DHL,6.06,Delivered
544673,2011-02-24,2011-03-01,UPS,5.29,Delivered
C544674,2011-02-23,2011-02-25,DHL,2.01,Delivered
544675,2011-02-24,2011-02-27,FedEx,6.69,Delivered
544676,2011-02-24,2011-02-27,FedEx,7.3,Delivered
544677,2011-02-24,2011-02-26,DHL,5.04,Delivered
544678,2011-02-22,2011-02-25,Hermes,4.71,Delivered
C544679,2011-02-24,2011-03-01,Hermes,6.97,Delivered
544680,2011-02-24,2011-02-26,UPS,5.4,Delivered
544681,2011-02-22,2011-02-26,Hermes,1.78,Delivered
C544682,2011-02-24,2011-02-27,Hermes,7.21,Delivered
544684,2011-02-23,2011-02-26,Royal Mail,4.96,Delivered
544685,2011-02-23,2011-02-28,Royal Mail,0.95,Delivered
544686,2011-02-23,2011-02-28,Hermes,5.65,Delivered
544687,2011-02-22,2011-02-25,Hermes,5.27,Delivered
544688,2011-02-25,2011-03-04,Royal Mail,6.55,Delivered
544689,2011-02-23,2011-03-01,Hermes,4.96,Delivered
544690,2011-02-25,2011-02-27,Royal Mail,6.57,Delivered
544691,2011-02-23,2011-03-02,UPS,5.01,Delivered
544692,2011-02-23,2011-02-24,FedEx,5.13,Delivered
544693,2011-02-25,2011-03-04,Hermes,5.34,Delivered
544694,2011-02-25,2011-03-04,FedEx,4.87,Delivered
544695,2011-02-25,2011-03-03,Royal Mail,2.37,Delivered
C544696,2011-02-25,2011-03-03,Hermes,5.06,Delivered
544697,2011-02-24,2011-03-03,Royal Mail,7.8,Delivered
544698,2011-02-24,2011-03-01,FedEx,1.4,Delivered
544699,2011-02-23,2011-02-28,DHL,7.11,Delivered
544700,2011-02-24,2011-03-02,DHL,5.19,Delivered
544701,2011-02-24,2011-02-25,Royal Mail,7.28,Delivered
544702,2011-02-24,2011-02-26,FedEx,7.42,Delivered
544703,2011-02-25,2011-02-28,UPS,6.11,Delivered
544717,2011-02-25,2011-02-27,FedEx,6.79,Delivered
544724,2011-02-23,2011-03-02,FedEx,4.09,Delivered
544749,2011-02-25,2011-03-03,Royal Mail,7.33,Delivered
544754,2011-02-23,2011-02-25,Royal Mail,5.1,Delivered
544766,2011-02-23,2011-02-24,FedEx,4.87,Delivered
544767,2011-02-23,2011-02-24,UPS,3.77,Delivered
544768,2011-02-25,2011-03-01,Hermes,7.01,Delivered
544769,2011-02-23,2011-02-27,Hermes,4.85,Delivered
544770,2011-02-23,2011-02-26,DHL,5.82,Delivered
544771,2011-02-24,2011-03-03,DHL,3.54,Delivered
544772,2011-02-23,2011-02-28,Royal Mail,4.57,Delivered
544773,2011-02-23,2011-02-25,DHL,3.67,Delivered
544774,2011-02-25,2011-03-02,DHL,7.03,Delivered
C544775,2011-02-24,2011-03-03,FedEx,8.85,Delivered
544776,2011-02-24,2011-02-25,Hermes,5.73,Delivered
544777,2011-02-24,2011-02-26,DHL,6.05,Delivered
544778,2011-02-25,2011-03-03,Royal Mail,7.65,Delivered
544779,2011-02-25,2011-02-27,UPS,2.93,Delivered
C544780,2011-02-24,2011-03-02,FedEx,4.22,Delivered
544788,2011-02-23,2011-02-24,Royal Mail,4.83,Delivered
544789,2011-02-24,2011-02-25,FedEx,5.05,Delivered
544790,2011-02-25,2011-02-28,UPS,5.0,Delivered
544791,2011-02-24,2011-03-03,UPS,4.76,Delivered
544792,2011-02-23,2011-02-25,Royal Mail,2.87,Delivered
544793,2011-02-23,2011-02-28,DHL,3.56,Delivered
544794,2011-02-24,2011-02-28,Hermes,8.22,Delivered
544795,2011-02-24,2011-02-25,Hermes,4.92,Delivered
544796,2011-02-23,2011-03-02,FedEx,5.06,Delivered
544797,2011-02-24,2011-02-27,Royal Mail,7.48,Delivered
544798,2011-02-23,2011-02-24,FedEx,1.34,Delivered
544799,2011-02-25,2011-02-28,UPS,0.0,Delivered
544800,2011-02-23,2011-02-26,FedEx,8.31,Delivered
544801,2011-02-25,2011-02-28,Royal Mail,0.43,Delivered
544802,2011-02-24,2011-02-27,FedEx,4.62,Delivered
544803,2011-02-24,2011-02-27,DHL,5.25,Delivered
544804,2011-02-25,2011-02-26,DHL,7.47,Delivered
544805,2011-02-23,2011-02-26,Royal Mail,3.86,Delivered
544806,2011-02-23,2011-02-26,FedEx,4.57,Delivered
544807,2011-02-25,2011-02-27,Hermes,5.93,Delivered
544808,2011-02-23,2011-02-25,Royal Mail,4.36,Delivered
544809,2011-02-25,2011-03-04,Hermes,8.79,Delivered
544810,2011-02-23,2011-03-02,Hermes,8.71,Delivered
544811,2011-02-25,2011-02-28,Hermes,3.4,Delivered
544812,2011-02-25,2011-02-28,Royal Mail,7.64,Delivered
544813,2011-02-23,2011-02-26,UPS,2.96,Delivered
C544814,2011-02-23,2011-03-01,FedEx,4.92,Delivered
544815,2011-02-23,2011-02-24,Hermes,5.65,Delivered
544816,2011-02-23,2011-02-24,UPS,8.51,Delivered
544817,2011-02-24,2011-03-01,Royal Mail,5.96,Delivered
544818,2011-02-24,2011-02-26,Hermes,8.94,Delivered
544819,2011-02-23,2011-02-24,FedEx,3.43,Delivered
544820,2011-02-23,2011-02-25,Hermes,4.71,Delivered
544821,2011-02-24,2011-02-28,DHL,4.11,Delivered
544822,2011-02-26,2011-03-04,DHL,7.44,Delivered
544823,2011-02-26,2011-03-03,DHL,9.39,Delivered
544824,2011-02-25,2011-02-26,Hermes,6.86,Delivered
544825,2011-02-26,2011-03-05,DHL,3.15,Delivered
544826,2011-02-25,2011-03-02,DHL,6.28,Delivered
C544827,2011-02-26,2011-03-02,DHL,5.5,Delivered
C544828,2011-02-26,2011-03-01,FedEx,8.54,Delivered
C544829,2011-02-25,2011-03-02,FedEx,9.07,Delivered
C544830,2011-02-25,2011-02-27,Hermes,5.64,Delivered
C544831,2011-02-25,2011-02-28,Hermes,4.19,Delivered
544832,2011-02-25,2011-02-26,Royal Mail,3.92,Delivered
544833,2011-02-25,2011-03-03,DHL,5.73,Delivered
544834,2011-02-26,2011-02-28,Hermes,7.17,Delivered
544835,2011-02-24,2011-03-02,Royal Mail,7.04,Delivered
544836,2011-02-24,2011-02-26,Royal Mail,4.64,Delivered
544837,2011-02-24,2011-02-26,FedEx,1.98,Delivered
544838,2011-02-24,2011-03-01,Royal Mail,3.16,Delivered
544839,2011-02-26,2011-02-27,UPS,2.41,Delivered
C544840,2011-02-24,2011-02-27,DHL,3.93,Delivered
544846,2011-02-26,2011-03-05,Royal Mail,5.37,Delivered
544847,2011-02-25,2011-02-28,UPS,3.25,Delivered
544885,2011-02-25,2011-03-01,DHL,6.67,Delivered
544886,2011-02-26,2011-02-28,DHL,4.01,Delivered
544887,2011-02-26,2011-03-05,DHL,5.83,Delivered
544888,2011-02-25,2011-03-01,FedEx,3.59,Delivered
544892,2011-02-25,2011-03-01,DHL,5.58,Delivered
544893,2011-02-24,2011-03-03,Royal Mail,4.97,Delivered
544894,2011-02-24,2011-02-28,Royal Mail,2.56,Delivered
544895,2011-02-25,2011-02-27,FedEx,4.61,Delivered
544896,2011-02-24,2011-02-28,Hermes,7.07,Delivered
544898,2011-02-24,2011-03-01,UPS,3.34,Delivered
C544897,2011-02-25,2011-02-27,FedEx,7.35,Delivered
544899,2011-02-25,2011-03-01,FedEx,5.75,Delivered
544900,2011-02-24,2011-02-25,DHL,6.19,Delivered
C544901,2011-02-26,2011-03-02,UPS,5.95,Delivered
C544902,2011-02-26,2011-03-04,DHL,9.78,Delivered
544903,2011-02-24,2011-02-27,FedEx,1.97,Delivered
544904,2011-02-25,2011-03-04,Hermes,4.58,Delivered
544905,2011-02-25,2011-03-03,UPS,7.57,Delivered
544906,2011-02-24,2011-02-26,FedEx,5.33,Delivered
544907,2011-02-25,2011-03-04,DHL,5.14,Delivered
544908,2011-02-26,2011-03-05,Hermes,2.03,Delivered
544909,2011-02-26,2011-03-05,Hermes,7.48,Delivered
544910,2011-02-26,2011-02-27,DHL,3.67,Delivered
544911,2011-02-24,2011-02-27,Hermes,3.4,Delivered
544912,2011-02-25,2011-02-27,DHL,5.88,Delivered
544913,2011-02-24,2011-03-02,FedEx,4.62,Delivered
544914,2011-02-26,2011-03-05,FedEx,2.93,Delivered
544915,2011-02-26,2011-02-28,UPS,2.54,Delivered
544916,2011-02-26,2011-03-03,FedEx,0.54,Delivered
544917,2011-02-24,2011-02-28,UPS,2.02,Delivered
544918,2011-02-25,2011-02-26,FedEx,2.03,Delivered
544919,2011-02-25,2011-03-01,DHL,2.72,Delivered
544920,2011-02-25,2011-03-02,Royal Mail,4.53,Delivered
544921,2011-02-26,2011-02-27,Royal Mail,4.0,Delivered
544922,2011-02-25,2011-03-04,Royal Mail,4.57,Delivered
544923,2011-02-24,2011-02-28,UPS,1.8,Delivered
544924,2011-02-24,2011-03-02,Hermes,4.29,Delivered
544925,2011-02-25,2011-03-03,DHL,5.25,Delivered
544926,2011-02-25,2011-02-26,Royal Mail,6.37,Delivered
544926,2011-02-25,2011-02-26,Hermes,0.0,Delivered
544927,2011-02-26,2011-03-03,UPS,8.33,Delivered
544928,2011-02-24,2011-02-25,FedEx,7.44,Delivered
544929,2011-02-24,2011-03-03,FedEx,3.73,Delivered
544930,2011-02-26,2011-03-03,DHL,7.94,Delivered
544931,2011-02-26,2011-02-28,Royal Mail,5.84,Delivered
544932,2011-02-26,2011-03-05,DHL,6.18,Delivered
544933,2011-02-25,2011-02-26,Hermes,0.99,Delivered
544934,2011-02-27,2011-03-01,Hermes,4.63,Delivered
544935,2011-02-26,2011-03-01,UPS,7.08,Delivered
544936,2011-02-27,2011-03-05,DHL,5.89,Delivered
544937,2011-02-27,2011-03-04,Royal Mail,5.15,Delivered
544938,2011-02-27,2011-03-02,DHL,5.55,Delivered
544939,2011-02-27,2011-02-28,DHL,6.03,Delivered
544940,2011-02-25,2011-03-04,DHL,5.54,Delivered
544941,2011-02-25,2011-03-03,UPS,6.58,Delivered
544942,2011-02-25,2011-03-02,DHL,8.15,Delivered
544943,2011-02-27,2011-03-01,FedEx,5.63,Delivered
544944,2011-02-27,2011-03-06,FedEx,6.08,Delivered
544945,2011-02-27,2011-02-28,DHL,3.17,Delivered
544968,2011-02-26,2011-03-02,Royal Mail,5.25,Delivered
544969,2011-02-25,2011-03-03,UPS,5.47,Delivered
544970,2011-02-25,2011-02-26,DHL,5.27,Delivered
544996,2011-02-25,2011-03-01,DHL,6.12,Delivered
544998,2011-02-27,2011-03-06,DHL,4.75,Delivered
544999,2011-02-27,2011-03-05,Hermes,7.41,Delivered
545000,2011-02-27,2011-03-04,FedEx,5.88,Delivered
545001,2011-02-27,2011-03-04,Hermes,4.23,Delivered
545002,2011-02-25,2011-03-01,UPS,6.79,Delivered
C545003,2011-02-26,2011-03-01,FedEx,8.36,Delivered
545004,2011-02-26,2011-03-03,DHL,8.2,Delivered
545011,2011-02-25,2011-02-27,UPS,3.4,Delivered
545012,2011-02-26,2011-03-02,Hermes,4.15,Delivered
545013,2011-02-27,2011-02-28,DHL,5.19,Delivered
545014,2011-02-25,2011-02-27,Hermes,5.93,Delivered
545015,2011-02-26,2011-03-02,Hermes,4.69,Delivered
545016,2011-02-27,2011-03-05,DHL,6.19,Delivered
545017,2011-02-25,2011-03-04,DHL,5.41,Delivered
545018,2011-02-25,2011-02-26,Hermes,6.58,Delivered
545019,2011-02-25,2011-02-27,Hermes,3.05,Delivered
545020,2011-02-27,2011-02-28,FedEx,4.12,Delivered
545021,2011-02-26,2011-03-01,Hermes,4.86,Delivered
545022,2011-02-25,2011-03-04,DHL,7.23,Delivered
545023,2011-02-25,2011-02-27,DHL,5.63,Delivered
545024,2011-02-27,2011-03-05,Royal Mail,2.22,Delivered
545025,2011-02-25,2011-03-01,Hermes,4.68,Delivered
545026,2011-02-25,2011-03-03,FedEx,2.07,Delivered
545027,2011-02-26,2011-02-27,Royal Mail,5.74,Delivered
545028,2011-02-25,2011-03-04,Royal Mail,5.49,Delivered
545029,2011-02-27,2011-02-28,Royal Mail,1.97,Delivered
545030,2011-02-26,2011-02-28,Hermes,7.66,Delivered
545031,2011-02-26,2011-03-05,Royal Mail,6.49,Delivered
545032,2011-02-26,2011-03-05,Hermes,4.59,Delivered
C545033,2011-02-27,2011-03-05,Hermes,4.45,Delivered
545034,2011-02-25,2011-03-03,DHL,6.73,Delivered
545035,2011-02-27,2011-02-28,Hermes,4.87,Delivered
545036,2011-02-27,2011-03-02,FedEx,4.94,Delivered
545037,2011-02-27,2011-03-04,Hermes,5.84,Delivered
545038,2011-03-01,2011-03-05,FedEx,0.62,Delivered
545039,2011-02-27,2011-03-01,DHL,5.24,Delivered
C545040,2011-02-28,2011-03-05,Hermes,5.41,Delivered
545041,2011-02-28,2011-03-01,Hermes,3.31,Delivered
545042,2011-02-28,2011-03-04,Royal Mail,5.61,Delivered
545043,2011-03-01,2011-03-04,DHL,5.17,Delivered
545044,2011-02-28,2011-03-03,FedEx,7.72,Delivered
545045,2011-02-28,2011-03-05,DHL,6.7,Delivered
545046,2011-02-28,2011-03-04,Hermes,6.48,Delivered
545047,2011-02-28,2011-03-05,DHL,6.44,Delivered
545048,2011-02-28,2011-03-03,Royal Mail,2.52,Delivered
545049,2011-03-01,2011-03-05,Royal Mail,7.77,Delivered
545050,2011-03-01,2011-03-07,Royal Mail,4.53,Delivered
545051,2011-02-27,2011-03-01,UPS,4.53,Delivered
545052,2011-03-01,2011-03-08,Hermes,2.41,Delivered
545053,2011-02-27,2011-03-06,Hermes,4.01,Delivered
545054,2011-03-01,2011-03-08,Hermes,5.29,Delivered
545055,2011-02-28,2011-03-07,Royal Mail,5.67,Delivered
545056,2011-02-27,2011-03-06,UPS,4.96,Delivered
545057,2011-03-01,2011-03-06,Royal Mail,7.45,Delivered
545058,2011-02-28,2011-03-06,FedEx,7.79,Delivered
545059,2011-03-01,2011-03-05,UPS,4.32,Delivered
545060,2011-02-27,2011-03-04,DHL,2.55,Delivered
545061,2011-03-01,2011-03-07,Royal Mail,7.36,Delivered
545062,2011-02-28,2011-03-03,DHL,5.41,Delivered
545063,2011-03-01,2011-03-05,Hermes,5.61,Delivered
545064,2011-03-01,2011-03-04,DHL,2.15,Delivered
545065,2011-03-01,2011-03-07,FedEx,4.61,Delivered
545066,2011-02-28,2011-03-03,DHL,9.08,Delivered
545067,2011-03-01,2011-03-03,FedEx,5.53,Delivered
C545068,2011-03-01,2011-03-07,Hermes,4.15,Delivered
545069,2011-02-28,2011-03-01,UPS,5.39,Delivered
545070,2011-02-27,2011-03-06,UPS,3.53,Delivered
545071,2011-02-28,2011-03-02,FedEx,10.48,Delivered
545072,2011-03-01,2011-03-08,FedEx,5.39,Delivered
545073,2011-03-01,2011-03-08,DHL,4.56,Delivered
545074,2011-03-02,2011-03-08,FedEx,3.38,Delivered
545075,2011-03-01,2011-03-03,Royal Mail,7.56,Delivered
545076,2011-03-02,2011-03-03,UPS,3.52,Delivered
545077,2011-03-01,2011-03-08,FedEx,6.43,Delivered
545078,2011-03-02,2011-03-07,Hermes,0.53,Delivered
545079,2011-02-28,2011-03-06,Royal Mail,4.85,Delivered
545080,2011-03-01,2011-03-03,Hermes,4.22,Delivered
545081,2011-03-01,2011-03-04,DHL,2.71,Delivered
545082,2011-03-01,2011-03-06,Royal Mail,4.16,Delivered
545083,2011-03-01,2011-03-07,Royal Mail,3.38,Delivered
545084,2011-03-01,2011-03-03,DHL,6.19,Delivered
545085,2011-03-01,2011-03-03,Hermes,4.31,Delivered
545086,2011-03-01,2011-03-06,FedEx,5.76,Delivered
545087,2011-03-02,2011-03-04,DHL,4.32,Delivered
545103,2011-02-28,2011-03-01,Royal Mail,4.47,Delivered
545105,2011-03-01,2011-03-07,Royal Mail,2.86,Delivered
545127,2011-03-02,2011-03-03,Hermes,6.47,Delivered
545135,2011-02-28,2011-03-06,DHL,4.77,Delivered
545140,2011-03-01,2011-03-03,DHL,3.54,Delivered
545148,2011-02-28,2011-03-01,UPS,5.99,Delivered
545149,2011-02-28,2011-03-06,Royal Mail,9.31,Delivered
545150,2011-03-02,2011-03-09,Hermes,3.78,Delivered
545151,2011-03-01,2011-03-08,FedEx,5.89,Delivered
545152,2011-03-02,2011-03-09,UPS,4.95,Delivered
545153,2011-03-02,2011-03-08,Hermes,5.23,Delivered
545154,2011-02-28,2011-03-02,Royal Mail,4.82,Delivered
545155,2011-02-28,2011-03-05,Royal Mail,3.95,Delivered
545156,2011-03-02,2011-03-04,Hermes,6.79,Delivered
545157,2011-03-02,2011-03-03,DHL,4.32,Delivered
545158,2011-03-02,2011-03-08,UPS,3.33,Delivered
